,region,genre,number_of_movies,avg_rating
1266,SUHH,Documentary,512,7.017578125000001
1267,CL,Mystery,483,6.163354037267082
1268,TW,Crime,3422,6.365663354763294
1269,CO,Comedy,1442,6.1558252427184454
1270,CL,Horror,610,5.567868852459017
1271,IR,Sci-Fi,121,5.951239669421488
1272,BY,Adventure,107,6.52803738317757
1273,HR,Unknown,22,6.9818181818181815
1274,NG,War,6,6.516666666666667
1275,BG,Fantasy,1105,6.094027149321267
1276,CN,Action,4229,6.1543390872546695
1277,MY,Drama,931,6.62577873254565
1278,NZ,Adventure,1023,6.350439882697947
1279,RU,Unknown,255,6.045882352941177
1280,AZ,Romance,131,6.8877862595419845
1281,ID,Drama,5394,6.386318131256953
1282,ID,War,148,6.557432432432433
1283,MX,Sport,538,6.477881040892192
1284,AZ,Adventure,426,6.773943661971832
1285,IS,Sport,8,7.2375
1286,PL,Animation,1563,6.390275111964171
1287,EC,Documentary,825,7.143393939393941
1288,LT,Musical,104,6.736538461538462
1289,GH,Drama,42,7.404761904761905
1290,MK,Music,9,6.522222222222222
1291,BY,Mystery,18,6.422222222222222
1292,GL,Comedy,12,6.033333333333334
1293,US,War,4841,6.380603181160915
1294,GB,Action,17857,5.614095312762505
1295,CSHH,History,192,6.691145833333334
1296,IL,Crime,1437,6.526861517049407
1297,YUCS,Comedy,110,6.6009090909090915
1298,BR,Sci-Fi,2616,5.378822629969419
1299,IE,Horror,660,5.6825757575757585
1300,IR,Film-Noir,31,7.316129032258065
1301,LV,Thriller,524,6.35496183206107
1302,AL,Biography,7,7.214285714285714
1303,MX,News,11,7.454545454545454
1304,SL,Documentary,6,8.066666666666668
1305,GB,Drama,67716,6.180871581310182
1306,SE,Adventure,5361,6.025275135235963
1307,PT,War,1392,6.477801724137931
1308,AZ,Comedy,463,6.614470842332612
1309,PE,Sport,101,6.512871287128713
1310,SA,Documentary,13,7.307692307692308
1311,PY,Romance,14,5.778571428571429
1312,LB,War,25,7.028
1313,BD,Biography,23,6.2
1314,GR,Romance,9713,6.247637187274785
1315,PL,Fantasy,2642,5.969568508705527
1316,SUHH,Fantasy,1152,6.212413194444444
1317,CZ,Horror,1032,5.728585271317831
1318,KR,Action,2363,6.116208209902664
1319,UY,Sci-Fi,382,6.3926701570680615
1320,DDDE,Music,69,6.513043478260869
1321,MX,Unknown,132,6.083333333333333
1322,LV,Fantasy,344,6.219767441860465
1323,PE,Documentary,145,6.9751724137931035
1324,KR,Unknown,83,5.257831325301205
1325,TH,Unknown,18,6.322222222222223
1326,LB,Comedy,93,6.325806451612903
1327,FI,Drama,22486,6.441123365649738
1328,US,History,6293,6.793611949785475
1329,RU,Drama,28679,6.262010530353216
1330,BE,Drama,9042,6.416887856668876
1331,TR,Thriller,4073,5.726319666093788
1332,PE,Comedy,2097,6.187601335240819
1333,SI,War,211,6.935545023696683
1334,ZA,Animation,509,6.642436149312378
1335,PH,Sport,296,6.512162162162163
1336,AE,Sport,126,6.746031746031746
1337,CZ,Unknown,42,5.985714285714285
1338,PY,Action,18,6.2
1339,UG,Drama,18,7.694444444444445
1340,AR,Comedy,9111,6.172516738009004
1341,TW,Comedy,6910,6.21740955137482
1342,AT,Sport,190,6.6284210526315785
1343,UA,Thriller,2405,6.039209979209979
1344,CO,Horror,606,5.482178217821783
1345,CL,Drama,3050,6.619245901639346
1346,GR,Sport,811,6.349815043156597
1347,PA,Mystery,63,6.571428571428572
1348,TW,Fantasy,1556,6.060154241645246
1349,PR,Musical,10,6.739999999999999
1350,LU,Unknown,7,4.914285714285714
1351,TN,Crime,30,6.680000000000001
1352,AT,History,673,6.628380386329867
1353,JM,Adventure,87,6.2011494252873565
1354,IT,Sport,861,6.359001161440187
1355,GR,Music,1586,6.612105926860025
1356,IN,Crime,9989,6.264581039143061
1357,KR,Adventure,1135,6.437268722466961
1358,IN,Fantasy,3380,5.987958579881657
1359,YUCS,Thriller,17,6.564705882352942
1360,NZ,History,289,6.915916955017301
1361,ID,Fantasy,657,5.9646879756468785
1362,SK,Sport,98,6.746938775510205
1363,PR,Animation,31,6.735483870967742
1364,XAS,Sport,6,7.083333333333333
1365,MY,History,48,7.027083333333334
1366,DZ,Documentary,81,7.586419753086418
1367,IQ,History,9,6.677777777777777
1368,CA,Documentary,9527,7.182628319512967
1369,UZ,Adventure,647,6.789335394126737
1370,XWG,Musical,715,6.062797202797202
1371,BD,Adventure,140,6.486428571428571
1372,BA,Documentary,65,7.064615384615385
1373,CN,Adult,73,5.646575342465752
1374,SA,Horror,20,5.74
1375,CU,History,24,7.066666666666667
1376,NL,Drama,10016,6.431349840255594
1377,FI,History,1842,6.8052660152008695
1378,GB,Unknown,1409,6.264229950319375
1379,BE,Music,488,6.340573770491803
1380,EC,Biography,868,6.955990783410138
1381,HR,Sport,166,6.695783132530121
1382,SV,Drama,35,6.757142857142857
1383,ID,Western,46,5.82391304347826
1384,EE,Romance,825,6.527272727272729
1385,CA,Fantasy,4904,5.802814029363782
1386,SUHH,Crime,3560,6.389466292134834
1387,SUHH,Horror,2348,5.492248722316864
1388,UY,Romance,1022,6.72495107632094
1389,MX,Adventure,5312,6.021460843373492
1390,LV,Family,365,6.018356164383563
1391,AE,Family,323,6.150773993808049
1392,PK,Documentary,36,7.258333333333332
1393,AU,News,63,7.314285714285713
1394,DK,News,17,7.094117647058823
1395,IL,Drama,5800,6.654793103448271
1396,HK,Fantasy,1453,6.011424638678598
1397,SUHH,Unknown,393,5.953944020356233
1398,VE,Adventure,857,6.199416569428237
1399,PT,Thriller,4212,5.861324786324785
1400,UY,Documentary,317,7.1640378548895916
1401,PY,Drama,54,6.35925925925926
1402,BA,Drama,466,6.522103004291845
1403,VN,Documentary,206,7.270388349514564
1404,BG,Horror,1516,5.677308707124011
1405,BR,Film-Noir,805,6.597018633540373
1406,IR,Mystery,294,6.160204081632653
1407,NZ,Thriller,652,6.160276073619632
1408,CO,Biography,282,6.928723404255321
1409,PK,Horror,39,5.702564102564102
1410,BY,Action,59,6.2813559322033905
1411,CSXX,Drama,7,6.457142857142857
1412,DZ,Thriller,21,6.623809523809523
1413,RO,War,1077,6.633426183844014
1414,EC,Thriller,2800,5.863678571428571
1415,RS,Action,2889,6.173866389754237
1416,RO,Romance,3349,6.425082114063901
1417,XWW,History,2688,6.680171130952381
1418,NL,Documentary,1872,7.131036324786322
1419,EC,War,498,6.761847389558233
1420,TR,Biography,1356,6.812831858407079
1421,SG,Horror,2614,5.153787299158378
1422,BE,Family,741,6.332118758434548
1423,CU,War,13,7.0307692307692315
1424,ES,Drama,36078,6.281151948555895
1425,ES,Adventure,8677,5.909888210210904
1426,GB,Sport,2260,6.499646017699115
1427,FI,Thriller,4236,6.046482530689327
1428,PT,Film-Noir,557,6.710951526032316
1429,CO,Mystery,395,6.00126582278481
1430,VE,Musical,158,6.268354430379747
1431,SK,Musical,59,6.677966101694916
1432,AU,Animation,1770,6.340734463276837
1433,BD,Musical,39,6.746153846153847
1434,TW,Western,127,6.769291338582677
1435,GE,Animation,48,6.9125000000000005
1436,AL,Comedy,197,6.690862944162436
1437,YUCS,War,20,6.970000000000001
1438,XWW,Crime,7944,6.147633434038268
1439,AU,Comedy,16111,5.928291229594689
1440,BR,Western,3405,5.99377386196769
1441,DE,Western,981,5.833333333333332
1442,ES,Sport,995,6.325226130653267
1443,IE,Drama,4207,6.553719990492039
1444,CU,Mystery,17,6.647058823529412
1445,EG,Sci-Fi,440,6.186136363636363
1446,LB,Biography,12,7.791666666666665
1447,SY,Drama,65,6.659999999999999
1448,LB,Family,15,6.853333333333334
1449,XPI,Drama,12,6.266666666666667
1450,MM,Romance,7,8.257142857142856
1451,JP,News,40,7.285000000000001
1452,BR,Romance,10914,6.235669781931463
1453,IT,Adventure,6991,5.908882849377772
1454,ES,Horror,7268,5.2323885525591605
1455,JP,Sport,1158,6.483765112262521
1456,MX,Biography,1589,6.83763373190686
1457,LV,Sci-Fi,306,6.363725490196079
1458,AL,Family,105,6.800952380952381
1459,BD,Fantasy,43,6.3023255813953485
1460,AU,History,1967,6.739196746314184
1461,DE,Drama,33833,6.22012532143173
1462,DE,Crime,8629,6.022192606327502
1463,AT,Adventure,2065,6.182033898305084
1464,HR,Drama,5192,6.798632511556238
1465,CH,Crime,277,6.3740072202166065
1466,VE,Family,196,6.203061224489795
1467,HU,Sci-Fi,1591,5.650534255185419
1468,NG,Romance,103,6.33398058252427
1469,IN,Sci-Fi,2763,5.675895765472312
1470,VN,Horror,1451,5.473811164713991
1471,TM,Action,9,6.2333333333333325
1472,DO,Family,11,6.327272727272727
1473,XWW,Unknown,1727,5.910538506079907
1474,TW,Romance,3771,6.35924158048263
1475,JP,Fantasy,3877,6.021305132834668
1476,JP,Thriller,8808,5.708605812897368
1477,UY,History,255,7.0149019607843135
1478,NO,Thriller,2089,6.004021062709429
1479,AU,Music,1798,6.68893214682981
1480,UZ,War,44,7.5159090909090915
1481,LT,Animation,585,6.446324786324786
1482,AL,Thriller,59,6.130508474576271
1483,MD,Adventure,33,6.412121212121212
1484,FI,Biography,2221,6.8529040972534885
1485,FI,Romance,6925,6.372433212996393
1486,SE,Horror,3337,5.472070722205575
1487,SE,Fantasy,1833,6.027168576104747
1488,AT,Mystery,808,6.4649752475247535
1489,HR,Romance,1613,6.575077495350277
1490,XWW,Music,1290,6.639767441860463
1491,PA,Comedy,93,6.5569892473118285
1492,EC,Sci-Fi,1077,5.744196843082636
1493,BY,Crime,38,6.731578947368421
1494,MK,Romance,49,6.802040816326531
1495,GE,Sci-Fi,51,6.9686274509803905
1496,RU,Crime,7345,6.046725663716813
1497,NO,Family,1349,6.130541141586362
1498,NZ,Drama,3296,6.577245145631065
1499,UY,Mystery,475,6.522947368421054
1500,LT,Music,257,6.7424124513618695
1501,ZA,History,405,6.71432098765432
1502,CO,Family,228,6.149561403508772
1503,XKO,Crime,20,6.119999999999999
1504,LB,Unknown,13,7.138461538461538
1505,MY,Unknown,8,6.625
1506,RO,Fantasy,985,6.190659898477157
1507,AU,Family,2482,5.959508460918612
1508,SK,Fantasy,535,6.356074766355139
1509,CZ,Animation,583,6.524356775300171
1510,CU,Family,18,6.233333333333333
1511,YUCS,Mystery,10,6.7700000000000005
1512,UZ,Fantasy,173,6.735838150289017
1513,BO,Unknown,8,6.65
1514,BY,Thriller,29,6.320689655172413
1515,LV,Music,115,6.910434782608695
1516,XEU,Unknown,39,6.117948717948718
1517,BD,Thriller,92,6.434782608695652
1518,XKV,Crime,6,6.183333333333333
1519,XYU,Fantasy,215,6.672558139534884
1520,JP,Animation,3903,6.673763771457852
1521,JM,Comedy,95,6.258947368421052
1522,TW,Film-Noir,41,7.673170731707316
1523,PR,Mystery,15,5.866666666666668
1524,SN,Comedy,31,6.516129032258063
1525,GH,Comedy,19,7.157894736842105
1526,CR,Comedy,59,5.911864406779661
1527,DZ,Crime,30,7.02
1528,IE,News,11,7.327272727272727
1529,ES,Reality-TV,13,6.8076923076923075
1530,DO,History,25,6.736000000000001
1531,RU,Biography,2519,6.81683207622072
1532,GR,Adventure,7774,5.950064316953951
1533,XYU,Action,740,6.3175675675675675
1534,CA,Action,16056,5.736740159441964
1535,US,Animation,5117,6.380222786789134
1536,MX,Action,6133,5.910826675362792
1537,SI,Music,201,6.72039800995025
1538,SG,History,493,6.748275862068966
1539,XEU,Animation,186,6.345698924731184
1540,XKO,Mystery,13,6.361538461538462
1541,TH,Animation,404,6.892079207920793
1542,NG,Family,20,6.38
1543,MD,Drama,74,6.552702702702704
1544,LK,Romance,67,6.929850746268657
1545,PT,Action,6062,5.813460903992081
1546,FR,Documentary,6497,7.050484839156537
1547,SUHH,Mystery,1453,6.265588437715073
1548,CN,Thriller,2440,5.969672131147541
1549,GR,Documentary,3968,7.223790322580646
1550,HU,Documentary,2081,7.192695819317636
1551,BR,Documentary,3628,7.183599779492833
1552,CZ,Fantasy,822,6.109975669099756
1553,VN,Crime,1833,6.389852700490999
1554,CH,Film-Noir,8,7.7625
1555,RS,Sci-Fi,919,6.020457018498367
1556,LV,Western,20,6.585000000000001
1557,XEU,Documentary,326,7.098159509202454
1558,ML,Drama,16,6.73125
1559,YUCS,Biography,7,6.714285714285714
1560,UZ,Mystery,163,6.780368098159509
1561,SV,Animation,9,6.277777777777778
1562,AL,Mystery,34,6.202941176470588
1563,DZ,Animation,46,6.391304347826087
1564,BT,Drama,14,7.285714285714286
1565,MA,Unknown,8,7.262499999999999
1566,BA,Family,48,6.266666666666667
1567,FR,Biography,2960,6.778006756756754
1568,UY,Crime,905,6.740220994475139
1569,CU,Drama,270,6.761851851851852
1570,NZ,Biography,480,7.077708333333334
1571,ID,Adventure,1253,6.259058260175579
1572,XWG,Animation,283,6.82720848056537
1573,AZ,Animation,172,6.784883720930231
1574,CR,Action,44,6.293181818181819
1575,VE,Adult,150,6.0086666666666675
1576,ID,Family,351,6.366666666666666
1577,CL,Unknown,35,6.154285714285715
1578,KP,Drama,60,5.783333333333333
1579,TN,Comedy,66,7.010606060606062
1580,CY,Crime,8,5.85
1581,MN,Crime,19,6.452631578947368
1582,IT,Romance,8845,6.2135669869983055
1583,HU,Music,1192,6.546140939597316
1584,BE,Fantasy,532,6.18890977443609
1585,CL,Comedy,1656,6.306823671497585
1586,PH,Biography,852,6.864084507042254
1587,XWG,Documentary,673,6.894353640416048
1588,TH,Crime,1052,6.483935361216729
1589,SG,Sci-Fi,933,5.5994640943194
1590,IS,Fantasy,74,6.712162162162162
1591,BY,Fantasy,33,6.748484848484848
1592,CU,Thriller,27,6.807407407407407
1593,IE,Unknown,31,6.461290322580645
1594,MT,Drama,25,6.388000000000001
1595,AM,Adventure,38,6.373684210526315
1596,BD,Mystery,29,7.19655172413793
1597,AU,Biography,2632,6.850189969604863
1598,SUHH,Family,1326,6.505580693815988
1599,BE,Comedy,4859,6.18808396789463
1600,TH,Musical,64,6.4390625
1601,TH,Adventure,1246,6.379213483146068
1602,XKO,Adventure,18,6.3055555555555545
1603,ID,Unknown,75,6.621333333333333
1604,AM,Comedy,106,6.59245283018868
1605,LU,Horror,35,5.6085714285714285
1606,CD,Drama,7,7.228571428571429
1607,CR,Romance,25,6.192
1608,KH,Adventure,9,6.5
1609,HU,Mystery,2669,6.123716747845634
1610,CA,Western,2685,6.0693109869646165
1611,EC,Fantasy,1198,6.032220367278797
1612,NL,Fantasy,1001,6.059640359640359
1613,AU,Crime,8025,6.085433021806857
1614,TW,Documentary,1464,7.189959016393441
1615,XWG,Horror,2030,5.447044334975369
1616,NG,Adventure,92,6.414130434782609
1617,VN,Film-Noir,17,7.800000000000002
1618,SG,Thriller,3392,5.65905070754717
1619,CO,Western,98,6.1000000000000005
1620,CN,Western,125,6.7176
1621,AM,Mystery,13,6.246153846153846
1622,MA,Crime,19,6.7105263157894735
1623,LU,Mystery,29,6.210344827586207
1624,CM,Thriller,13,6.684615384615385
1625,RS,Unknown,14,6.514285714285713
1626,LK,Horror,18,6.344444444444444
1627,HU,Fantasy,2050,6.060341463414633
1628,GB,Horror,15723,4.8529097500477025
1629,CZ,Comedy,3761,6.207178941770805
1630,VN,Fantasy,790,6.053037974683546
1631,SI,Crime,1156,6.67923875432526
1632,SI,Western,162,6.448765432098767
1633,IS,Mystery,59,6.593220338983051
1634,VN,Comedy,3291,6.1253114554846535
1635,HR,Music,220,6.821818181818182
1636,VN,Musical,91,6.653846153846154
1637,AE,Fantasy,460,6.011956521739131
1638,GR,Adult,239,5.268619246861924
1639,TJ,Drama,25,6.707999999999999
1640,XSA,Animation,36,6.716666666666666
1641,LV,Animation,390,6.353589743589745
1642,XSA,Thriller,19,5.247368421052631
1643,SA,Adventure,27,6.192592592592592
1644,MX,Reality-TV,10,6.57
1645,XYU,Western,680,6.259705882352942
1646,XWW,Documentary,7956,7.145877325289091
1647,CZ,Adventure,2035,6.238427518427517
1648,RS,Family,690,6.193623188405796
1649,XYU,Family,225,6.868444444444445
1650,IN,Film-Noir,121,7.0206611570247945
1651,VN,Western,75,6.755999999999999
1652,CZ,History,437,6.80663615560641
1653,CO,Unknown,36,6.163888888888889
1654,PR,History,7,7.685714285714286
1655,NL,Adventure,2956,6.142726657645465
1656,ES,Action,10923,5.67268149775703
1657,SUHH,Sci-Fi,1071,5.4893557422969215
1658,HU,Family,2516,6.080087440381558
1659,LT,Drama,5515,6.721087941976428
1660,UZ,History,59,7.374576271186441
1661,CH,Adult,23,4.895652173913043
1662,ME,Romance,17,6.194117647058824
1663,PR,Documentary,27,7.877777777777777
1664,PL,News,55,7.298181818181819
1665,GR,News,43,7.276744186046511
1666,IN,News,33,7.563636363636364
1667,KH,Romance,6,7.183333333333333
1668,EC,Action,3578,5.983454443823364
1669,EE,Fantasy,406,6.406896551724139
1670,EC,Family,881,6.17366628830874
1671,LT,Film-Noir,21,7.795238095238095
1672,MA,War,8,6.937499999999999
1673,NG,Thriller,78,5.730769230769231
1674,LB,Horror,6,5.166666666666667
1675,PL,Unknown,153,5.936601307189543
1676,VE,Action,834,6.137889688249403
1677,PL,Western,736,6.212228260869565
1678,DK,Thriller,2123,6.222232689590201
1679,EC,Mystery,1581,6.191018342820998
1680,GR,History,2069,6.739439342677621
1681,DDDE,Musical,159,6.319496855345912
1682,PR,Sci-Fi,16,6.2625
1683,KR,War,270,6.62074074074074
1684,CN,Musical,185,6.579459459459459
1685,XEU,Adult,29,5.33448275862069
1686,KR,Family,404,6.4259900990098995
1687,CH,Animation,254,6.650393700787402
1688,SA,Action,31,6.306451612903226
1689,XKO,Documentary,7,7.328571428571429
1690,PK,War,16,6.587499999999999
1691,FI,Family,2225,6.222831460674158
1692,FR,Mystery,4628,5.933059636992221
1693,AT,Fantasy,474,6.332278481012659
1694,TR,Family,1279,5.951759186864738
1695,EG,Comedy,2611,5.95817694369973
1696,SG,Western,113,5.979646017699115
1697,XWG,Sport,242,6.205785123966942
1698,CZ,Family,796,6.082286432160803
1699,BG,Unknown,29,6.096551724137931
1700,CR,Crime,22,5.909090909090909
1701,MN,Horror,26,4.976923076923077
1702,RS,Thriller,2186,6.120951509606588
1703,PA,War,23,6.813043478260869
1704,NZ,Family,254,6.30236220472441
1705,LT,Thriller,1349,6.3208302446256495
1706,CI,Drama,16,6.56875
1707,CR,Drama,117,6.411965811965811
1708,GH,Documentary,6,7.466666666666668
1709,CR,Mystery,15,6.140000000000001
1710,PY,Documentary,7,7.1571428571428575
1711,PT,Drama,21076,6.38110647181629
1712,PL,History,2466,6.688686131386863
1713,US,Family,8038,6.090370738989799
1714,TR,War,956,6.433368200836821
1715,SI,Musical,127,6.555118110236221
1716,IE,Fantasy,326,6.141411042944785
1717,ZA,Horror,1710,5.163450292397662
1718,CL,Sport,74,6.655405405405404
1719,TH,Western,39,6.628205128205129
1720,EE,Mystery,437,6.366819221967964
1721,SN,Drama,62,6.88548387096774
1722,AM,Family,21,6.423809523809524
1723,SE,Reality-TV,9,7.200000000000001
1724,IT,Horror,5871,5.304002725259751
1725,VE,Comedy,1281,6.083216237314598
1726,HK,Crime,3671,6.107736311631705
1727,XWW,Action,9939,5.965942247711039
1728,HK,Mystery,1235,6.094655870445345
1729,PA,Crime,69,6.881159420289856
1730,SG,War,248,6.556451612903227
1731,CZ,Musical,120,6.579166666666667
1732,SG,Animation,613,6.643393148450244
1733,SI,Sport,104,6.766346153846153
1734,KZ,Sport,45,7.093333333333332
1735,ZA,Unknown,12,6.6499999999999995
1736,DZ,Unknown,14,6.757142857142857
1737,RU,News,57,7.235087719298246
1738,PR,Sport,7,7.128571428571427
1739,PE,Horror,1011,5.483679525222554
1740,AR,Sport,440,6.499772727272729
1741,VE,Sci-Fi,294,5.78673469387755
1742,XYU,Animation,56,6.866071428571428
1743,HK,Thriller,2330,5.944806866952788
1744,LV,Action,1023,6.39169110459433
1745,AL,War,36,7.6305555555555555
1746,BO,Sci-Fi,16,6.25
1747,KP,Comedy,12,5.308333333333334
1748,DE,Mystery,4639,5.719443845656388
1749,CN,Documentary,1239,7.106941081517353
1750,SUHH,Biography,812,6.779064039408867
1751,CO,Adventure,949,6.265437302423606
1752,NZ,Fantasy,285,6.143157894736842
1753,LB,Adventure,29,6.410344827586207
1754,MK,Documentary,22,7.804545454545456
1755,MA,Animation,22,6.418181818181818
1756,VN,Unknown,12,5.833333333333333
1757,EC,Drama,10763,6.4609681315618355
1758,SUHH,Romance,4122,6.5708879184861715
1759,GB,Sci-Fi,5092,5.121995286724274
1760,UA,War,431,7.041531322505801
1761,SG,Action,3734,5.945822174611675
1762,GE,Romance,83,6.509638554216869
1763,GT,Crime,12,6.925
1764,PH,Fantasy,1288,5.878571428571429
1765,LT,Sci-Fi,552,6.308514492753623
1766,NP,Romance,119,6.734453781512606
1767,LK,Comedy,70,6.444285714285715
1768,TR,Adventure,4812,5.8702618453865325
1769,IN,Unknown,2357,6.613449299957573
1770,CM,Family,6,6.75
1771,LI,Adventure,12,6.625
1772,TH,Sci-Fi,500,6.159199999999999
1773,PK,Mystery,21,6.5666666666666655
1774,SA,Drama,67,5.937313432835822
1775,DK,History,1112,6.749100719424462
1776,RO,Family,1009,6.174826560951438
1777,JM,Music,20,6.535000000000001
1778,ES,Sci-Fi,3071,5.384402474763922
1779,IL,Adventure,1571,6.354232972628899
1780,BA,Comedy,274,6.2478102189781035
1781,DO,Biography,17,7.411764705882353
1782,XAS,Animation,145,6.453793103448277
1783,ID,Sport,120,6.774166666666667
1784,KG,Fantasy,8,6.4375
1785,PA,Animation,13,6.907692307692307
1786,BO,Romance,18,5.933333333333334
1787,BG,Thriller,2892,5.915387275242047
1788,ZA,Sci-Fi,784,5.6313775510204085
1789,AE,Unknown,12,5.425000000000001
1790,SG,Unknown,27,6.2333333333333325
1791,XAS,Fantasy,38,5.957894736842105
1792,NP,Documentary,21,7.890476190476191
1793,BR,Drama,35448,6.30205089144662
1794,FR,Crime,10642,6.091937605713215
1795,GB,Mystery,8279,5.704783186375164
1796,XYU,Adventure,963,6.4017653167185875
1797,AU,Mystery,4261,5.786130016428068
1798,XYU,Music,207,6.431400966183576
1799,NO,Music,452,6.597566371681416
1800,AT,Sci-Fi,327,6.086850152905199
1801,ZA,Fantasy,752,5.900398936170212
1802,NZ,Crime,879,6.4120591581342445
1803,MZ,Drama,18,6.28888888888889
1804,HR,Documentary,765,7.295555555555555
1805,CU,Action,29,6.865517241379309
1806,DK,Adult,464,5.741163793103448
1807,CZ,Sport,157,6.535031847133758
1808,NZ,Unknown,19,6.657894736842106
1809,US,Musical,3908,6.2328300921187285
1810,CL,Fantasy,349,6.203151862464182
1811,TR,Film-Noir,224,6.919196428571427
1812,RO,Sci-Fi,825,5.975636363636363
1813,DZ,Adventure,47,6.536170212765957
1814,MZ,Animation,14,6.321428571428571
1815,NP,Crime,23,6.556521739130434
1816,AM,Action,19,5.915789473684211
1817,SE,Unknown,276,5.796739130434784
1818,DK,Comedy,8708,6.148208543867709
1819,GR,Family,2280,6.154736842105262
1820,IS,Romance,78,6.633333333333335
1821,KR,Horror,1368,5.423538011695906
1822,KZ,Comedy,811,6.585819975339088
1823,ZA,Sport,277,6.471119133574008
1824,BY,Romance,49,6.559183673469387
1825,CL,Music,229,7.020087336244542
1826,IR,Western,100,6.695
1827,LU,Action,73,6.2027397260273975
1828,MN,Mystery,12,5.633333333333334
1829,KE,Documentary,16,7.281249999999999
1830,GB,Reality-TV,28,6.1071428571428585
1831,TN,Mystery,24,6.708333333333333
1832,NO,Western,639,6.139436619718312
1833,CL,Musical,84,6.3428571428571425
1834,SG,Fantasy,948,5.894092827004219
1835,UY,Adult,14,5.635714285714286
1836,XKO,Horror,12,5.25
1837,TM,Adventure,6,6.916666666666667
1838,FI,Adventure,5561,6.124869627764791
1839,VE,Romance,839,6.322526817640048
1840,MX,Family,1636,6.160880195599023
1841,KR,Drama,6840,6.425979532163742
1842,PE,Romance,910,6.455054945054944
1843,ZA,Western,203,6.096059113300493
1844,UY,Biography,345,7.0765217391304365
1845,EG,War,132,6.956818181818183
1846,UA,Musical,214,6.556542056074766
1847,NG,Action,63,6.309523809523809
1848,IE,Thriller,901,6.130965593784684
1849,SK,Biography,403,7.061786600496279
1850,DZ,Comedy,98,6.717346938775511
1851,DZ,History,33,7.178787878787878
1852,TN,War,17,6.8999999999999995
1853,NO,Adventure,2632,6.172074468085104
1854,CH,Drama,1717,6.561386138613862
1855,CO,History,191,6.769633507853404
1856,PE,Fantasy,451,6.126385809312638
1857,KR,Sci-Fi,626,5.930830670926516
1858,JM,Animation,87,6.3
1859,MD,Documentary,13,8.03076923076923
1860,RS,Romance,2191,6.476449109995435
1861,NZ,Mystery,378,6.311111111111111
1862,RO,Documentary,631,7.347226624405703
1863,XWG,Thriller,2345,5.893091684434967
1864,DDDE,Sci-Fi,70,6.25857142857143
1865,PK,Action,206,6.358252427184466
1866,EG,Fantasy,495,6.202020202020202
1867,CA,Adult,221,5.6579185520361985
1868,SUHH,Adult,106,5.41132075471698
1869,MD,Thriller,8,6.5249999999999995
1870,KP,War,18,5.794444444444445
1871,BR,Biography,2622,6.774561403508771
1872,DE,Adventure,6919,5.8471166353519335
1873,MX,Mystery,3273,5.9807516040329975
1874,PE,Thriller,1032,6.086627906976744
1875,MX,Documentary,2173,7.149056603773586
1876,HR,Sci-Fi,480,6.352083333333334
1877,IE,Musical,104,6.564423076923077
1878,PA,Western,13,6.453846153846154
1879,AM,Romance,32,6.234375
1880,LK,Thriller,63,6.850793650793651
1881,IQ,Documentary,20,7.225
1882,NL,Music,487,6.732443531827516
1883,VE,Horror,546,5.508974358974359
1884,UZ,Drama,825,7.237090909090908
