,region,genre,number_of_movies,avg_rating
1885,TW,War,501,6.733532934131738
1886,NO,Film-Noir,227,6.995154185022026
1887,TW,Sci-Fi,1084,5.92979704797048
1888,CM,Action,15,7.140000000000001
1889,CY,Thriller,7,4.885714285714286
1890,AM,War,11,7.1
1891,CA,Comedy,28527,5.9738318084621564
1892,SK,Romance,1110,6.603243243243244
1893,UY,Action,1148,6.419860627177702
1894,NL,Musical,330,6.366969696969696
1895,TR,Musical,521,6.344145873320538
1896,EC,Musical,376,6.292021276595744
1897,DE,Film-Noir,193,6.995336787564766
1898,KR,Crime,1690,6.343550295857988
1899,TR,Sci-Fi,1240,5.759193548387096
1900,LV,Comedy,1572,6.147010178117046
1901,AZ,Music,33,6.957575757575758
1902,MY,Comedy,798,6.180827067669174
1903,IS,Sci-Fi,53,6.760377358490566
1904,TH,Family,281,6.383985765124554
1905,LU,Crime,47,6.414893617021277
1906,DO,Adventure,36,6.602777777777777
1907,LU,Adventure,98,6.137755102040816
1908,GT,Documentary,8,7.7875
1909,SE,History,1690,6.714082840236687
1910,NO,Fantasy,816,6.233455882352941
1911,GB,Family,5435,6.022097516099355
1912,RO,Film-Noir,561,6.702673796791443
1913,IT,Biography,2590,6.799961389961391
1914,SI,Action,1397,6.378095919828204
1915,UY,Fantasy,375,6.488533333333333
1916,KZ,Family,209,6.287081339712919
1917,NP,Action,54,7.024074074074073
1918,VN,Thriller,1781,5.9850084222347
1919,SK,Western,151,6.67682119205298
1920,KZ,Thriller,353,6.463456090651558
1921,KZ,Fantasy,234,6.514957264957265
1922,IN,Adult,32,5.9156249999999995
1923,CU,Music,16,7.24375
1924,PK,Romance,152,6.112500000000001
1925,AR,Animation,990,6.563636363636365
1926,MX,Horror,5528,5.278219971056439
1927,HR,Adventure,1561,6.485522101217169
1928,IE,Comedy,2045,6.2897310513447415
1929,TW,Thriller,2991,5.938448679371445
1930,JP,Film-Noir,432,6.89236111111111
1931,ZA,Mystery,1189,5.904037005887301
1932,PA,History,29,6.844827586206897
1933,SV,Horror,11,5.6909090909090905
1934,HK,Animation,632,6.7602848101265804
1935,PY,Comedy,28,6.242857142857143
1936,XAS,Crime,46,6.25
1937,MY,Music,19,6.8315789473684205
1938,TN,Fantasy,16,6.8500000000000005
1939,QA,Comedy,6,6.25
1940,DK,Romance,4998,6.383193277310923
1941,NO,History,799,6.714893617021275
1942,JM,Action,55,6.196363636363635
1943,EG,Romance,1788,6.120357941834452
1944,XAS,Drama,186,6.452150537634408
1945,PA,Film-Noir,9,7.1000000000000005
1946,EG,Biography,440,7.03590909090909
1947,BO,Comedy,54,5.777777777777779
1948,MT,Comedy,6,5.95
1949,IN,Reality-TV,13,6.3307692307692305
1950,PT,Fantasy,1682,6.017419738406658
1951,SUHH,Animation,326,6.885276073619633
1952,CL,Romance,757,6.479656538969616
1953,CU,Sci-Fi,17,6.470588235294118
1954,SI,Film-Noir,30,7.556666666666667
1955,PH,Music,380,6.669736842105263
1956,YUCS,Action,19,6.2631578947368425
1957,LI,Crime,6,6.133333333333333
1958,SY,Comedy,13,6.776923076923077
1959,JM,Thriller,12,6.199999999999999
1960,HU,History,1739,6.716618746405981
1961,DDDE,Family,460,6.652608695652174
1962,AE,War,118,6.686440677966102
1963,CZ,Music,237,6.744303797468355
1964,CL,Film-Noir,70,6.814285714285714
1965,CO,Thriller,679,5.98100147275405
1966,ME,Drama,60,6.368333333333334
1967,KZ,Sci-Fi,242,6.881404958677686
1968,LV,Mystery,367,6.233787465940055
1969,BA,Horror,245,5.513469387755102
1970,MY,Thriller,318,5.871383647798742
1971,TN,Family,19,6.273684210526315
1972,PK,History,33,6.86060606060606
1973,DE,Biography,3117,6.800288739172279
1974,NL,Thriller,2722,5.829353416605437
1975,HK,Drama,9974,6.397513535191499
1976,XWG,War,1139,6.3882352941176475
1977,IS,Biography,36,6.958333333333332
1978,PE,Biography,303,7.075247524752474
1979,NO,Unknown,69,5.898550724637682
1980,ZA,Biography,729,6.9300411522633745
1981,CN,Film-Noir,69,7.282608695652174
1982,CZ,Biography,615,7.00861788617886
1983,AZ,History,37,7.35135135135135
1984,LB,Musical,10,6.7299999999999995
1985,LU,War,12,7.133333333333334
1986,DE,Romance,8876,6.148940964398383
1987,IT,Western,1993,5.876066231811339
1988,SE,Mystery,2801,6.122634773295253
1989,IE,Crime,1055,6.386635071090048
1990,US,Film-Noir,1568,6.5146683673469425
1991,FR,Film-Noir,642,6.701557632398755
1992,KR,Romance,1945,6.253521850899744
1993,DDDE,War,431,6.789559164733177
1994,XKO,Comedy,36,6.030555555555555
1995,CY,Comedy,15,6.366666666666666
1996,DO,Fantasy,16,6.206250000000001
1997,PH,Romance,3338,6.245416417016177
1998,EG,Film-Noir,8,7.95
1999,CO,Film-Noir,25,6.556000000000001
2000,ID,Thriller,1756,5.6386674259681095
2001,LB,Documentary,100,7.339000000000001
2002,QA,Documentary,23,7.48695652173913
2003,LK,Adventure,17,6.570588235294117
2004,GT,Romance,7,5.871428571428572
2005,JP,Biography,2903,6.85780227351016
2006,CA,Film-Noir,993,6.694461228600201
2007,IN,Adventure,6655,6.1682344102178845
2008,SI,Mystery,494,6.688056680161943
2009,TH,War,107,6.952336448598131
2010,TN,Romance,36,6.9944444444444445
2011,MN,Drama,93,7.001075268817206
2012,BD,Music,6,5.483333333333333
2013,SY,War,7,7.242857142857142
2014,TR,Drama,18817,6.201046925652339
2015,GB,History,4363,6.7358010543204205
2016,DE,Sci-Fi,2925,5.163213675213674
2017,HU,Film-Noir,229,7.132314410480349
2018,HU,Musical,1010,6.422475247524753
2019,EC,Crime,3078,6.335217673814165
2020,IN,Music,1054,6.642504743833015
2021,IT,Sci-Fi,2404,5.47391846921797
2022,TH,Romance,1085,6.390046082949309
2023,SI,Animation,358,6.609497206703911
2024,DDDE,Crime,473,6.4097251585623685
2025,MY,Action,600,5.973666666666666
2026,LT,Western,115,6.701739130434782
2027,LV,Adventure,1013,6.322013820335638
2028,KZ,History,68,7.186764705882353
2029,CO,Sport,69,6.466666666666669
2030,NP,Drama,303,7.240924092409239
2031,GE,Unknown,7,7.699999999999998
2032,BB,Drama,6,7.0
2033,FI,Comedy,13131,6.086215825146598
2034,JM,Romance,47,6.459574468085106
2035,SK,Adventure,1495,6.441939799331104
2036,SG,Crime,2642,6.233043149129446
2037,IE,History,383,6.8929503916449075
2038,CM,Documentary,15,6.993333333333333
2039,LU,Family,43,6.116279069767442
2040,PR,Crime,29,6.0137931034482754
2041,RS,Comedy,4445,6.312080989876267
2042,CU,Crime,33,6.378787878787879
2043,TW,Animation,1450,6.701310344827586
2044,NZ,Action,1273,6.261743912018853
2045,VE,Sport,54,6.503703703703703
2046,CZ,Documentary,691,7.075253256150506
2047,XAS,Comedy,166,5.9951807228915674
2048,XAS,Action,159,6.223899371069183
2049,KG,Adventure,20,6.659999999999999
2050,UA,Action,3630,6.0353719008264415
2051,NZ,Romance,776,6.4095360824742285
2052,AR,War,963,6.731983385254414
2053,AR,Music,907,6.680926130099228
2054,PL,Sci-Fi,2187,5.499862825788752
2055,UZ,Romance,168,6.98452380952381
2056,IN,History,1814,6.89834619625138
2057,IL,Sport,152,6.801315789473685
2058,CR,Family,10,6.7
2059,JM,Fantasy,21,5.985714285714286
2060,BA,Western,8,6.7749999999999995
2061,MN,Comedy,32,5.978125
2062,US,Romance,25893,6.118248175182486
2063,CO,Romance,530,6.394905660377358
2064,BD,Drama,740,6.9845945945945935
2065,NG,Comedy,190,6.116315789473684
2066,PR,Family,13,6.7846153846153845
2067,MK,Horror,23,5.591304347826087
2068,BR,War,2054,6.415676728334956
2069,BR,History,2146,6.641425908667288
2070,SUHH,War,1753,6.582316029663436
2071,GR,Film-Noir,797,6.786825595984943
2072,XEU,Romance,242,6.114876033057851
2073,DDDE,Adventure,519,6.502697495183044
2074,CL,Western,262,6.322137404580152
2075,SG,Musical,195,6.475384615384615
2076,RS,Musical,123,6.597560975609756
2077,PA,Music,11,7.409090909090909
2078,KH,Horror,26,5.934615384615385
2079,AR,Crime,4405,6.327377979568672
2080,AT,Crime,2065,6.47142857142857
2081,CN,Comedy,5589,6.18981928788692
2082,IT,Animation,1870,6.510588235294117
2083,HR,Animation,476,6.633823529411765
2084,RO,Mystery,1553,6.2611075338055375
2085,SI,Drama,3755,6.758695073235686
2086,IN,Documentary,2824,7.1512039660056645
2087,DE,Music,1854,6.671574973031283
2088,IL,War,249,6.969076305220884
2089,CH,War,78,6.824358974358974
2090,XEU,War,85,6.557647058823529
2091,ID,Sci-Fi,507,5.770216962524656
2092,NZ,Animation,461,6.515835140997831
2093,NP,Horror,16,6.6375
2094,NL,Romance,2671,6.30700112317484
2095,EC,Animation,779,6.68818998716303
2096,IS,History,17,7.117647058823529
2097,DDDE,History,309,6.788996763754046
2098,VN,Mystery,1048,6.104103053435115
2099,PH,Action,4570,5.857089715536104
2100,TW,Biography,1206,6.988225538971806
2101,VN,Sport,169,6.500591715976331
2102,CO,Animation,393,6.447837150127226
2103,MK,Animation,27,6.518518518518517
2104,IT,Musical,1310,6.152824427480916
2105,CSHH,Crime,540,6.434074074074075
2106,XEU,Comedy,798,5.861904761904761
2107,CZ,Mystery,889,6.364679415073117
2108,IR,Action,579,6.008635578583764
2109,AE,Documentary,337,6.96973293768546
2110,CH,Sci-Fi,75,6.236
2111,NG,Documentary,6,6.883333333333333
2112,CSHH,Drama,1954,6.584186284544525
2113,PT,Crime,5941,6.213549907422995
2114,HR,Crime,1571,6.647803946530873
2115,JP,Unknown,1315,6.239011406844105
2116,CN,Mystery,1501,6.1545636242505
2117,UA,History,633,6.864296998420221
2118,LT,Crime,1723,6.510446894950668
2119,EE,War,99,7.08080808080808
2120,BG,Sci-Fi,943,5.899787910922588
2121,DDDE,Horror,36,6.441666666666666
2122,JP,Adult,247,5.6748987854251
2123,BF,Thriller,6,6.516666666666667
2124,PR,Adventure,60,6.449999999999999
2125,HK,Sport,161,6.368944099378881
2126,AM,Documentary,48,6.229166666666667
2127,CA,Drama,52606,6.303822757860312
2128,CA,Sci-Fi,4975,5.319497487437187
2129,AR,Sci-Fi,1150,5.852
2130,ZA,Comedy,3856,5.98864107883817
2131,AR,Thriller,3497,5.977866742922505
2132,GR,Unknown,288,6.1819444444444445
2133,UZ,Horror,175,6.317714285714286
2134,UY,Family,314,6.325796178343951
2135,BO,Action,36,6.169444444444445
2136,HK,Western,126,6.374603174603174
2137,EG,Musical,239,5.959414225941423
2138,VE,Film-Noir,127,6.848818897637796
2139,IL,Animation,659,6.331411229135052
2140,XEU,Adventure,309,5.881877022653722
2141,AE,Action,1940,6.049742268041238
2142,XEU,Sport,21,6.5476190476190474
2143,ID,Documentary,327,7.006116207951072
2144,ES,Adult,287,5.440766550522648
2145,EE,Musical,45,6.677777777777778
2146,TN,Documentary,131,8.09236641221374
2147,CG,Comedy,17,6.141176470588235
2148,XSA,Documentary,8,7.762500000000001
2149,SA,Romance,8,6.125
2150,ES,Crime,10076,6.086006351726882
2151,XWW,Fantasy,3406,6.032442748091605
2152,DE,Horror,8055,4.892327746741155
2153,US,Horror,24401,4.94501045039138
2154,ES,Fantasy,3296,5.871480582524273
2155,RS,Mystery,1372,6.244825072886296
2156,SI,Horror,354,6.2161016949152526
2157,UA,Biography,899,7.0325917686318125
2158,AR,Biography,1379,6.885206671501086
2159,IS,Action,146,6.6280821917808215
2160,CM,Drama,63,6.831746031746032
2161,EG,Action,1752,6.211529680365297
2162,YUCS,Crime,45,6.555555555555555
2163,YUCS,Romance,49,6.581632653061225
2164,CH,Thriller,215,6.263255813953489
2165,LI,Comedy,15,6.486666666666666
2166,LV,War,66,6.819696969696969
2167,CG,Animation,19,6.231578947368422
2168,MV,Thriller,6,8.450000000000001
2169,MX,Western,1322,6.133812405446292
2170,ID,Comedy,2509,6.107413312076525
2171,CSHH,War,255,6.819215686274508
2172,RS,Western,181,6.518232044198895
2173,EG,Sport,90,6.695555555555556
2174,SV,Comedy,16,5.924999999999999
2175,AZ,Unknown,8,7.050000000000001
2176,XAS,Mystery,29,5.817241379310344
2177,ME,Action,13,6.576923076923078
2178,HU,Crime,6139,6.2186675354292245
2179,BR,Action,10283,5.704123310318005
2180,HR,Action,1727,6.38442385639838
2181,GR,Sci-Fi,2396,5.594240400667781
2182,BE,Biography,503,6.677534791252485
2183,ZA,Musical,164,6.288414634146341
2184,HK,War,310,6.518387096774193
2185,IL,Musical,116,6.5474137931034475
2186,CO,Musical,50,6.440000000000001
2187,AZ,Mystery,87,6.7
2188,BY,History,12,6.45
2189,LK,Unknown,23,7.182608695652173
2190,KH,Comedy,8,6.7749999999999995
2191,FR,Action,11213,5.670355836974945
2192,EE,Adventure,1195,6.366861924686193
2193,PL,Family,2607,6.08055235903337
2194,RO,History,948,6.741350210970464
2195,DK,Film-Noir,425,6.79035294117647
2196,LT,Adventure,1744,6.349885321100918
2197,KZ,War,40,7.277500000000001
2198,ZA,Film-Noir,58,6.522413793103447
2199,PH,Adventure,2353,6.047726306842329
2200,MA,Biography,12,7.158333333333334
2201,GE,Crime,91,6.759340659340659
2202,XAS,Family,37,6.289189189189189
2203,NP,Comedy,71,6.978873239436621
2204,DZ,Biography,22,7.531818181818181
2205,HU,Adventure,5184,6.07241512345679
2206,AT,Romance,2717,6.431652557968347
2207,BR,Comedy,19215,6.020666146239919
2208,DK,Musical,1065,6.196901408450703
2209,PL,Film-Noir,263,7.024334600760456
2210,VN,Drama,5044,6.563639968279142
2211,VN,Romance,1584,6.357765151515153
2212,NG,Drama,356,6.414887640449438
2213,PA,Family,14,7.235714285714286
2214,SK,Animation,417,6.660911270983213
2215,DE,Reality-TV,9,5.9
2216,TR,Crime,4719,6.139372748463658
2217,HU,Horror,2805,5.557860962566843
2218,FR,Sci-Fi,2876,5.311335187760777
2219,SUHH,Musical,970,6.419690721649483
2220,UA,Film-Noir,90,7.347777777777776
2221,PT,Unknown,186,6.112903225806452
2222,IN,Mystery,5281,6.0604999053209605
2223,SG,Drama,9631,6.277219395701384
2224,SK,Crime,1149,6.712967798085293
2225,EC,Sport,330,6.424545454545454
2226,FI,Adult,219,5.694977168949771
2227,LT,Sport,176,6.589772727272727
2228,UY,Sport,78,6.851282051282051
2229,TN,Music,11,7.736363636363637
2230,FI,Horror,2779,5.6975890608132405
2231,CZ,Action,2360,6.138686440677966
2232,BR,Musical,1898,6.2511064278187565
2233,IL,Horror,856,5.693808411214955
2234,IR,Animation,188,7.053191489361703
2235,ZA,Family,648,5.991975308641975
2236,TH,Biography,339,7.1657817109144535
2237,SG,Sport,289,6.671280276816608
2238,DDDE,Animation,58,7.1
2239,BD,Documentary,32,8.1
2240,BE,Adventure,2581,6.000968616815188
2241,EG,Western,52,6.673076923076923
2242,UA,Sport,277,6.511552346570398
2243,PE,Animation,548,6.345620437956205
2244,PK,Family,33,6.6030303030303035
2245,LU,Animation,80,6.242500000000001
2246,GL,Horror,9,5.677777777777778
2247,ME,Thriller,9,6.288888888888889
2248,DK,War,1289,6.522498060512024
2249,AR,Fantasy,1431,6.128022361984625
2250,XWG,Comedy,7895,5.893717542748579
2251,UA,Mystery,1478,6.199661705006766
2252,IN,Thriller,12727,5.899465702836491
2253,VE,Animation,154,6.458441558441558
2254,NP,Animation,12,7.083333333333333
2255,US,Unknown,2748,6.169541484716157
2256,PT,Comedy,12123,6.093054524457644
2257,SK,Comedy,2255,6.474855875831485
2258,XWG,Western,1744,5.9670298165137625
2259,CU,Fantasy,24,6.733333333333333
2260,HK,Sci-Fi,617,6.104051863857376
2261,PR,Romance,33,6.242424242424242
2262,HR,News,7,7.371428571428571
2263,DE,Unknown,809,6.369097651421507
2264,UA,Adventure,3054,6.2035690897184
2265,XWW,Musical,1211,6.2285714285714295
2266,CZ,Crime,1746,6.552863688430699
2267,SI,Romance,1349,6.511341734618236
2268,CL,Action,1097,6.31577028258888
2269,CU,Comedy,100,6.562
2270,PH,Musical,230,6.540869565217392
2271,HR,Film-Noir,100,7.3660000000000005
2272,PR,Fantasy,11,6.254545454545456
2273,HK,Adult,35,5.325714285714286
2274,LU,Comedy,132,6.178787878787879
2275,LU,Fantasy,39,6.1000000000000005
2276,SUHH,Adventure,2857,6.232586629331469
2277,CA,Music,2934,6.621745057941377
2278,JP,Music,2104,6.760931558935361
2279,KR,Comedy,2776,6.182024495677232
2280,IL,Film-Noir,26,7.6076923076923055
2281,KE,Comedy,15,6.693333333333333
2282,BR,Adventure,8083,5.906495113200544
2283,AT,Unknown,303,6.3396039603960395
2284,GR,Drama,32275,6.34570100697133
2285,AT,Comedy,4070,6.2317690417690415
2286,CN,Horror,1760,5.439431818181819
2287,AU,Action,8948,5.689718372820743
2288,FI,Musical,1199,6.257714762301918
2289,ZA,Crime,2141,6.168893040635216
2290,DE,Sport,1063,6.40865475070555
2291,NL,War,714,6.4715686274509805
2292,XEU,Drama,1550,6.389548387096775
2293,BO,Drama,122,6.311475409836067
2294,HK,Unknown,326,5.630981595092026
2295,IL,History,390,7.001282051282051
2296,CU,Documentary,62,7.211290322580645
2297,CH,Unknown,51,6.3
2298,EE,Unknown,7,5.8999999999999995
2299,PK,Biography,25,7.156000000000001
2300,BY,Horror,21,5.690476190476191
2301,TZ,Documentary,7,7.7857142857142865
2302,SE,War,1774,6.46826381059752
2303,SUHH,Comedy,6845,6.382220598977354
2304,IN,Comedy,19755,6.0707415844090065
2305,PE,Mystery,607,6.16820428336079
2306,JP,Documentary,4812,7.1170615128844545
2307,TH,Drama,3327,6.60796513375413
2308,XWG,Family,1057,6.482119205298014
2309,IR,Music,79,6.1873417721519
2310,KR,Fantasy,648,6.149999999999999
2311,TR,Adult,203,5.351231527093596
2312,EE,Animation,473,6.403382663847782
2313,RS,News,8,7.2
2314,KW,Action,9,5.544444444444444
2315,US,Comedy,55557,5.943296074302065
2316,DK,Mystery,1544,6.3683937823834205
2317,TW,Drama,12779,6.540143986227408
2318,FR,Fantasy,3299,5.874810548651106
2319,BE,Western,1233,6.16455798864558
2320,IT,History,2197,6.635867091488394
2321,AT,Music,475,6.613052631578947
2322,XWW,Western,433,5.98960739030023
2323,CN,Music,469,6.7846481876332625
2324,RS,Sport,245,6.678775510204082
2325,GE,Biography,27,7.218518518518518
2326,PS,Drama,36,6.844444444444444
2327,EG,Documentary,209,7.110047846889952
2328,BO,Mystery,17,5.982352941176471
2329,PL,Romance,8349,6.305318002155949
2330,BR,Horror,6294,5.275929456625355
2331,UA,Horror,1732,5.6569284064665135
2332,SE,Animation,1336,6.436526946107785
2333,XWG,Film-Noir,505,6.802376237623764
2334,LI,Drama,21,6.061904761904762
2335,KG,Drama,52,6.982692307692308
2336,XAS,Romance,45,6.131111111111112
2337,PK,Music,9,6.766666666666666
2338,MN,Animation,35,6.048571428571429
2339,MN,Action,48,6.339583333333331
2340,PT,News,11,7.254545454545454
2341,US,Thriller,23582,5.488520905775592
2342,UA,Comedy,5735,6.158273757628596
2343,AR,Horror,2587,5.556861229223037
2344,IE,Action,1337,6.257890800299178
2345,FI,Documentary,3626,7.036376172090455
2346,CSHH,Documentary,52,6.9653846153846155
2347,PE,Drama,3102,6.608413926499032
2348,CSHH,Sci-Fi,302,6.416225165562916
2349,SK,Family,443,6.418735891647856
2350,ID,Horror,1879,5.2439595529537
2351,IE,Animation,586,6.445392491467577
2352,KR,Sport,139,6.625179856115107
2353,BA,Action,134,6.126865671641791
2354,LB,Mystery,7,6.714285714285714
2355,JP,Drama,39336,6.388257575757558
2356,AT,Family,575,6.3318260869565215
2357,FI,Film-Noir,630,6.836825396825398
2358,PT,Music,1194,6.476968174204354
2359,XYU,Sci-Fi,130,6.513846153846153
2360,AE,Film-Noir,6,6.933333333333334
2361,SG,Music,334,6.678443113772456
2362,PE,Crime,996,6.489357429718875
2363,PE,Music,156,6.637179487179487
2364,XEU,Fantasy,119,5.923529411764705
2365,EG,Mystery,840,6.230952380952381
2366,LK,Drama,290,7.121724137931033
2367,CL,Documentary,366,7.212295081967213
2368,AO,Drama,11,6.472727272727273
2369,SA,Mystery,18,5.8277777777777775
2370,MD,Romance,21,5.957142857142857
2371,DK,Adventure,3813,6.093731969577758
2372,HU,Unknown,464,6.1978448275862075
2373,XWW,Horror,4942,5.35212464589235
2374,UA,Animation,1279,6.409147771696639
2375,SE,Western,1746,6.027949599083618
2376,ES,Comedy,20866,5.925103038435733
2377,DK,Horror,1236,5.85242718446602
2378,IT,Fantasy,2663,5.911453248216295
2379,VE,History,183,6.638251366120218
2380,BA,Music,21,6.709523809523811
2381,JO,Documentary,12,7.591666666666668
2382,DZ,Sport,7,8.214285714285714
2383,LU,Sci-Fi,12,5.6499999999999995
2384,IQ,Comedy,7,6.514285714285713
2385,JM,Biography,9,6.633333333333333
2386,AM,Sci-Fi,12,6.625
2387,CSXX,Comedy,6,6.383333333333333
2388,BF,Comedy,19,6.510526315789474
2389,MN,Documentary,10,7.4700000000000015
2390,AF,Documentary,16,7.35
2391,SV,Fantasy,7,6.471428571428571
2392,IS,Western,6,6.683333333333334
2393,MZ,Documentary,8,7.15
2394,UZ,Western,10,7.51
2395,BH,Drama,10,6.2
2396,NE,Documentary,7,7.3428571428571425
2397,XAS,Biography,15,7.206666666666667
2398,MC,Romance,6,6.166666666666667
2399,KE,Thriller,8,6.35
2400,KH,Fantasy,7,6.328571428571429
2401,KP,Action,14,5.257142857142857
2402,AL,Musical,9,6.433333333333334
2403,BS,Drama,9,5.3999999999999995
2404,MA,Fantasy,9,5.877777777777777
2405,BJ,Documentary,6,7.05
2406,XAS,Adult,6,4.8500000000000005
2407,NG,Horror,21,5.504761904761905
2408,SV,Action,6,6.633333333333333
2409,XWW,Film-Noir,9,7.111111111111111
2410,GT,Family,6,6.3999999999999995
2411,TJ,Comedy,14,6.614285714285714
2412,PA,Biography,17,7.188235294117647
2413,MC,Documentary,6,7.283333333333334
2414,TN,Horror,8,6.1625
2415,UA,News,12,7.5
2416,MN,Family,21,6.5285714285714285
2417,YUCS,Music,7,6.428571428571429
2418,SG,News,6,7.816666666666666
2419,MZ,Action,9,6.4111111111111105
2420,HU,News,22,7.368181818181819
2421,MC,Animation,6,6.316666666666666
2422,NI,Drama,6,6.300000000000001
2423,TW,News,15,7.2266666666666675
2424,AZ,Musical,20,6.755
2425,TM,Comedy,20,5.84
2426,LB,Fantasy,6,6.05
2427,AR,News,8,7.6375
2428,NZ,News,6,7.383333333333334
2429,IQ,Thriller,9,5.655555555555556
2430,MT,Mystery,7,6.171428571428572
2431,MC,Adventure,7,6.071428571428571
2432,SA,Biography,6,7.066666666666666
2433,CSHH,Film-Noir,12,7.216666666666666
2434,NE,Drama,9,6.933333333333334
2435,SV,Crime,7,6.0
2436,GH,Romance,8,6.737500000000001
2437,AF,War,9,7.300000000000001
2438,ET,Documentary,9,7.344444444444445
2439,CM,Horror,6,6.133333333333334
2440,NL,News,12,6.716666666666666
2441,PY,Thriller,11,6.318181818181818
2442,VDVN,War,8,7.050000000000001
2443,MA,Thriller,19,6.5736842105263165
2444,NG,Biography,13,5.515384615384615
2445,NP,Musical,16,7.425
2446,SM,Drama,20,7.82
2447,GT,Thriller,16,5.89375
2448,YUCS,Animation,10,6.789999999999999
2449,HU,Adult,8,5.8625
2450,SN,Horror,6,5.283333333333333
2451,XSA,Romance,9,6.166666666666668
2452,KG,Biography,7,6.414285714285714
2453,BD,Unknown,7,6.057142857142857
2454,BJ,Action,7,6.871428571428571
2455,SN,Adventure,16,6.35625
2456,PR,Biography,11,6.754545454545454
2457,DO,Sport,13,5.946153846153846
2458,NP,Mystery,17,7.758823529411764
2459,SI,Adult,10,5.74
2460,BO,Family,16,6.218749999999999
2461,EC,Adult,6,5.5
2462,MZ,Comedy,13,6.6692307692307695
2463,KG,Romance,6,6.416666666666667
2464,LA,Drama,9,6.577777777777779
2465,KH,Thriller,7,6.671428571428571
2466,GH,Thriller,8,7.025
2467,LB,Action,27,5.985185185185184
2468,MN,Romance,7,6.471428571428571
2469,SV,Documentary,9,7.3999999999999995
2470,ME,Family,8,5.637500000000001
2471,CR,Documentary,22,7.2727272727272725
2472,BJ,Romance,9,6.5777777777777775
2473,MC,Comedy,11,5.836363636363637
2474,RO,News,9,7.144444444444444
2475,HN,Drama,14,6.507142857142857
2476,VDVN,Drama,12,6.933333333333333
2477,GT,Action,10,6.760000000000001
2478,AM,Fantasy,14,6.164285714285714
2479,LK,Sci-Fi,6,7.150000000000001
2480,CI,Animation,6,6.516666666666666
2481,YUCS,Unknown,7,6.142857142857143
2482,CR,Musical,7,6.557142857142857
2483,MD,Fantasy,8,5.925
2484,PA,Sport,10,7.179999999999998
2485,KE,Family,6,6.599999999999999
2486,IQ,Action,8,6.275
2487,PS,History,8,7.625
2488,AM,Horror,8,5.0874999999999995
2489,JM,Sci-Fi,6,6.416666666666667
2490,CU,Biography,21,7.190476190476191
2491,MD,Family,13,6.115384615384615
2492,CY,Romance,8,5.4875
2493,MY,Western,16,6.0125
2494,UZ,Documentary,8,7.862500000000001
2495,CI,Adventure,6,6.716666666666666
2496,MN,History,9,6.144444444444444
2497,GE,Musical,6,7.133333333333333
2498,BH,Comedy,8,5.925
2499,LI,Documentary,9,6.966666666666667
2500,MN,Unknown,6,7.516666666666666
2501,PH,News,9,7.300000000000001
2502,MO,Drama,10,6.840000000000001
2503,AM,Biography,7,6.8
2504,XSA,Fantasy,8,6.362499999999999
2505,MN,Fantasy,8,5.2625
2506,CM,Sci-Fi,6,7.216666666666666
2507,SY,Animation,6,6.683333333333333
2508,AL,History,9,7.344444444444445
2509,LK,Musical,10,7.3199999999999985
2510,KZ,Western,11,6.9818181818181815
2511,TJ,Fantasy,8,7.074999999999999
2512,XPI,Action,6,5.5
2513,SA,Sci-Fi,6,5.966666666666666
2514,GT,Fantasy,8,6.3125
2515,SN,Action,6,6.7
2516,AW,Action,6,4.833333333333333
2517,TM,Family,6,5.883333333333333
